YEAR,MONTH,Ward_ID,IncidentsTotal_TP,Dark,Dawn,Daylight,Dusk,Inv_PED,Inv_CYC,Inv_AM,Inv_MC,Inv_TC,Speeding,Ag_Driv,Redlight,Alcohol,Disability,SeverityScore,IncidentsTotal_Geotab,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,Daily_dif,Max_Temp,Min_Temp,Ave_Temp,Rain_vol,Snow_vol
2007,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,29,11,7,0,4,0,3,0,11,0,0,8,8,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,30,7,0,0,7,0,4,0,7,0,0,0,7,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,32,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,33,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,37,5,5,0,0,0,0,0,5,0,5,5,5,5,0,0,0.0819,150,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,39,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,42,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,43,8,3,0,5,0,3,0,8,0,0,0,0,0,0,0,,0,,,,,,,,,,17.5,12,-20.9,-2.819354839,0.829411765,0.703225806
2007,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,2,12,12,0,0,0,0,2,12,0,0,0,8,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,3,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,4,5,0,0,5,0,2,0,5,0,0,0,3,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,5,15,8,0,7,0,3,0,15,0,4,13,13,3,3,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,8,10,7,0,3,0,0,0,10,0,0,0,10,7,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,11,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,12,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,13,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,15,6,6,0,0,0,0,0,6,0,0,0,6,6,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,17,3,0,0,3,0,3,0,3,0,0,0,3,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,18,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,19,15,13,0,2,0,5,0,15,0,0,5,13,8,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,20,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,25,3,0,0,3,0,3,0,3,0,0,3,3,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,32,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,35,8,0,0,8,0,2,0,8,0,0,0,8,0,0,0,0.0055,6,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,37,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,38,6,0,0,6,0,0,0,6,0,0,6,6,0,6,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,39,5,2,0,3,0,5,0,5,0,0,2,5,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,41,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,,0,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,42,4,4,0,0,0,0,0,4,0,0,2,2,0,0,0,0.054,6,,,,,,,,,,23,5.9,-20.9,-7.783333333,0,1.157142857
2007,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,1,17,0,0,17,0,3,0,17,0,0,4,7,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,5,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,0.3573,0.0321,12154,0.0348,0.1669,0.2461,0.0844,0.1724,0.2954,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,8,4,4,0,0,0,0,0,4,0,4,4,4,4,0,4,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,10,7,0,0,7,0,0,0,7,0,0,0,0,0,0,7,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,13,6,6,0,0,0,0,0,6,0,6,0,0,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,15,5,2,0,0,3,5,0,5,0,0,0,3,0,0,0,0.0368,58,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,17,5,0,0,5,0,2,0,5,0,0,3,5,0,0,3,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,19,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,20,9,7,0,2,0,0,4,9,0,0,0,0,0,5,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,24,6,0,0,6,0,6,0,6,0,0,0,6,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,26,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,27,13,7,0,6,0,9,0,13,0,4,4,9,2,4,0,,0,0.2897,0.0864,4632,0.0368,0.2136,0.1466,0.0584,0.0865,0.4581,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,28,5,0,0,5,0,2,0,5,0,0,3,3,0,0,0,0.0158,6,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,29,8,0,0,5,3,3,0,8,0,5,5,8,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,30,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,32,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,33,6,0,0,6,0,6,0,6,0,0,0,6,3,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,36,2,0,0,2,0,0,2,2,0,0,0,2,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,37,3,0,3,0,0,0,0,3,0,0,0,3,0,0,0,,0,,,,,,,,,,20,20,-23.4,0.474193548,0.634375,0.7
2007,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,1,10,10,0,0,0,0,0,10,0,0,8,8,0,2,0,,0,0.3065,0.039,5082,0.0151,0.168,0.2393,0.0745,0.1848,0.3183,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,2,7,0,0,7,0,0,0,7,0,0,0,5,5,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,5,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,6,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,0.3707,0.1165,103,0,0.2427,0.165,0.0291,0.4175,0.1457,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,7,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,14,5,0,0,5,0,0,0,5,0,0,5,5,0,5,0,0.039,155,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,15,3,0,0,3,0,0,0,3,3,0,3,3,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,20,5,0,0,5,0,0,5,5,0,0,0,3,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,21,8,8,0,0,0,0,0,8,0,0,8,8,0,8,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,24,6,0,0,6,0,2,0,6,0,0,4,4,4,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,30,4,0,0,4,0,2,0,4,2,0,0,4,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,32,8,3,0,5,0,3,0,8,0,0,0,0,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,33,6,4,0,2,0,6,0,6,0,0,0,0,0,0,0,0.0298,6,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,35,4,0,0,4,0,0,0,4,0,0,4,4,4,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,36,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,37,5,0,0,5,0,0,0,5,0,0,0,5,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,40,7,3,0,4,0,0,0,7,3,0,3,7,4,0,4,0.0075,21,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,41,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,20.5,24.5,-8,6.308888889,2.101666667,0.12
2007,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,1,20,5,0,15,0,2,0,20,0,0,0,14,7,0,0,0.0735,150,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,4,6,0,0,6,0,0,0,6,0,0,0,6,6,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,8,4,4,0,0,0,0,0,4,0,4,0,0,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,11,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,15,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,16,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,18,8,0,0,8,0,5,0,8,0,0,0,3,0,0,0,0.0179,9,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,23,6,4,0,2,0,2,0,6,0,0,0,6,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,25,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,27,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,29,7,7,0,0,0,0,0,7,0,0,7,7,0,0,0,,0,,,,,,,,,,24.5,32.1,-0.5,14.643,1.971014493,0
2007,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
